video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
K48keqWV6fU, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba el mito de el diente en cocacola,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['diente', 'cocacola', 'experimento', 'hack', 'pongamoslo a prueba', 'jimmy', 'cortos', 'shorts']",2021-12-10T00:28:20Z,15449950,1856669,,11593,PT55S,hd,false
T3M6jDOtu_4, PONGAMOSLO A PRUEBA CORTOS,#Shorts  El mejor lifehack para tu coche. Hazlo repelente al agua,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['lifehack', 'lifehacks', 'truco', 'repelente al gua', 'carro', 'coche', 'automovil']",2021-12-08T22:13:34Z,8773037,980237,,2285,PT38S,hd,false
D6b28urNh0I, PONGAMOSLO A PRUEBA CORTOS,#Shorts 4 Hacks express,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['lifehacks', 'lifehack', 'hacks']",2021-12-07T22:24:27Z,86679948,5337925,,3449,PT36S,hd,false
S7xySzPNxKE, PONGAMOSLO A PRUEBA CORTOS,#Shorts 5 lifehacks express,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['lifehacks', 'lifehack', 'cortos', 'shorts', 'jimmy', 'pongamoslo a prueba']",2021-12-05T21:59:33Z,48219954,3288390,,2730,PT31S,hd,false
EqAbbLmt25Q, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba este Lifehack para sacar el corcho,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['corcho', 'botella', 'sacar corcho', 'como sacar corcho', 'truco apra sacar corcho', 'sacar corcho con plancha', 'sacar corcho con pinzas', 'pongamoslo a prueba', 'cortos', 'jimmy', 'shorts']",2021-12-04T23:34:41Z,4397347,490219,,833,PT24S,hd,false
wDePn5pmecU, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba el limpiador de juntas mágico #shorts,,"['limpiar juntas', 'limpiar rayas del piso', 'limpiadro de pisos', 'drops', 'como limpiar las juntas', 'limpieza', 'truco hack', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-12-04T00:14:28Z,4622315,483841,,1270,PT48S,hd,false
Qen6TQ8yQDs, PONGAMOSLO A PRUEBA CORTOS,Recopilación inventos chinos mas virales. ¿Funcionan? Pongamoslo a prueba,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['inventos chinos', 'productos chinos', 'pongamoslo a prueba', 'crema para espinillas', 'pomada apra espinillas', 'pomada apra granos', 'pomada verde']",2021-12-03T21:47:04Z,7083678,170820,,2096,PT3M47S,hd,false
jtvgBfOuikk, PONGAMOSLO A PRUEBA CORTOS,#Shorts Probe el arbolito mágico navideño.,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['navidad', 'arbol de navidad', 'arbol magico', 'navideño']",2021-12-02T22:35:09Z,11961246,1408363,,2281,PT51S,hd,false
2FV6P9hhNtY, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba la pelota mas grande del mundo,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['pelota gigante', 'balon gigante', 'pelota grande', 'pelota super grande', 'pelota inflable', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-12-01T22:59:04Z,19955774,2075169,,5094,PT54S,hd,false
7vj6sLyuq3U, PONGAMOSLO A PRUEBA CORTOS,#SHorts Probe esta taza que derrite queso y chocolate,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['taza fondiu', 'taza fondeau', 'fondeau', 'fondiu', 'taza con vela', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-11-29T23:20:24Z,11262945,1167709,,2540,PT33S,hd,false
1BQDasy1A6A, PONGAMOSLO A PRUEBA CORTOS,#Shorts 5 Lifehacks en 1 minuto,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg",,2021-11-28T22:42:52Z,68817240,4013351,,2747,PT30S,hd,false
tHxARb5C6f4, PONGAMOSLO A PRUEBA CORTOS,#Shorts Probe varios lifehacks en menos de un minuto,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['lifehacks', 'curioso', 'pongamoslo a prueba', 'cortos', 'jimmy', 'pongamos', 'ponlo a prueba', 'shorts']",2021-11-27T23:57:38Z,29184851,1936179,,1282,PT27S,hd,false
E0_wWmrLug4, PONGAMOSLO A PRUEBA CORTOS,Truco de como doblar la cuchara y el tenedor,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['shorts', 'cortos', 'pongamoslo a prueba', 'jimmy', 'truo', 'magia', 'cuchara', 'tenedor', 'doblar', 'con la mente']",2021-11-26T23:10:58Z,13935635,1605728,,3054,PT1M,hd,false
OfNRUXplK5U, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba el proyector de galaxias y estrellas,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['proyector de estrellas', 'proyector de espacio', 'proyector de universo', 'galaxias']",2021-11-26T00:29:19Z,7125327,874373,,3526,PT49S,hd,false
_rFKBSS9JWY, PONGAMOSLO A PRUEBA CORTOS,"#Shorts Puse a prueba uno de los mejores inventos , las tapas de silicon para la comida","Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['tapas elasticas', 'tapas para comida', 'tapas para tupper', 'tupper', 'comida', 'guardar comida', 'almacenar comida', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy']",2021-11-25T00:15:00Z,5676040,684949,,2034,PT49S,hd,false
o7DcKPZjWZA, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba la esponja magica que quita el cochambre y lo quemado de las sartenes,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['sartenes', 'cochambre', 'quitar cochambre', 'como quitar cochambre', 'estufa', 'olla', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-11-24T22:15:02Z,3411705,327132,,1036,PT37S,hd,false
M16jTxDKaUA, PONGAMOSLO A PRUEBA CORTOS,#Shorts Esta herramienta esta a otro nivel // Pon clavos hasta en cemento o acero,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['maquina de clavos', 'poner clavos', 'clavos en acero', 'herramienta', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy']",2021-11-22T23:20:42Z,20635862,1805767,,6562,PT40S,hd,false
e4GwCBhdVxE, PONGAMOSLO A PRUEBA CORTOS,#Shorts Aparato para ponerte super fuerte ¿Funciona?,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['shake weight', 'pesas', 'ejercicio', 'fitnnes', 'fit', 'gymnasio', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-11-22T00:23:35Z,8747975,873363,,6014,PT46S,hd,false
Lb6ZCO32BNo, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba este producto que tapa fugas y filtraciones de agua Flex seal,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['flex seal', 'flex tape', 'fugas', 'filtraciones agua', 'sellar', 'tapar', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-11-21T00:34:20Z,20554020,2080562,,11376,PT50S,hd,false
Y6X0ACjOJv0, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba el baño mas pequeño del mundo,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['shorts', 'cortos', 'baño portatil', 'baño chiquito', 'pongamoslo a prueba', 'jimmy']",2021-11-19T23:48:12Z,18175106,2176983,,4736,PT57S,hd,false
lRyFWPDUIyc, PONGAMOSLO A PRUEBA CORTOS,#Shorts Funcion secreta de tu celular . Llamada a emergencia,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['funcion secreta movil', 'funcion secreta android', 'funcion secreta iphone', 'llamar a emergencia celular', 'pongamoslo a prueba', 'cortos', 'shorts']",2021-11-19T00:08:34Z,13176468,1564007,,11657,PT48S,hd,false
bz1hoplslmI, PONGAMOSLO A PRUEBA CORTOS,#Shorts Truco de cocina para no usar aceite. Freír con sal // Pongamoslo a prueba,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['freir sin aceite', 'freir con sal', 'cocinar con sal', 'palomitas sin aceite', 'shorts', 'pongamoslo a prueba', 'cortos', 'cocina', 'cocinar']",2021-11-18T00:37:44Z,14604088,1724752,,3342,PT52S,hd,false
jEhKd0vkgU8, PONGAMOSLO A PRUEBA CORTOS,#Shorts La mejor idea para reciclar una botella de jabon,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['reciclar', 'reutilizar', 'botella', 'regadera', 'diy', 'manualidades', 'pongamoslo a prueba', 'shorts', 'cortos']",2021-11-17T00:11:19Z,10151848,1055553,,1268,PT30S,hd,false
5qBAg-oKvCg, PONGAMOSLO A PRUEBA CORTOS,#Shorts ¿Este producto es el mejor alaciador de pelo?,"Aqui mi colaboracion en el canal de Leslie MCkenzie : https://www.youtube.com/watch?v=jf56ZsyQe_U

Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['alaciador', 'alaciar pelo', 'alaciar cabello', 'alaciado permanente', 'crema para alaciar', 'acondicionador para alaciar', 'planchar pelo', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-11-16T00:29:55Z,17747911,1867407,,15336,PT53S,hd,false
5Ac3w_1v69U, PONGAMOSLO A PRUEBA CORTOS,cocinar en una bolsa? Pongamoslo a prueba!!,,,2021-11-15T02:12:23Z,20807822,2393784,,7470,PT50S,hd,false
SsY2Oid93UI, PONGAMOSLO A PRUEBA CORTOS,"#Shorts, Puse a prueba este genial Lifehack para renovar y restaurar plasticos","Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['lifehack', 'truco', 'plastico', 'silla de plastico', 'restaurar silla', 'restaurar silla con soplete', 'restaurar silla con fuego', 'restaurar moto', 'restauran plastico']",2021-11-13T23:40:43Z,22048835,2571914,,3515,PT57S,hd,false
P8CTXBu77fo, PONGAMOSLO A PRUEBA CORTOS,#Shorts PRobe  Truco para que cargues tu celular por la entrada Sim ¿Verdad o mentira?,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['celular', 'lifehack', 'cargar celular', 'tarjeta sim', 'chip', 'movil', 'telefono movil', 'cargador']",2021-11-13T00:03:24Z,34556663,3277417,,3635,PT48S,hd,false
uRpgppl_tXw, PONGAMOSLO A PRUEBA CORTOS,"#Shorts, Puse a prueba el cepillo para perros y gatos Furmineitor","Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['cepilllo para pelo de perro', 'cepillo para gato', 'pelo perro', 'perro', 'gato', 'cepillar', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-11-10T23:10:42Z,31155023,2995481,,5812,PT47S,hd,false
NUxpHpQV52I, PONGAMOSLO A PRUEBA CORTOS,#Shorts ¿El mejor truco para pelar el agucate facil y rapido? // Pongamoslo a prueba,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['lifehack', 'truco', 'aguacate', 'pelar aguacate', 'guacamole', 'cocina', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-11-09T22:45:01Z,21802133,1553949,,4692,PT30S,hd,false
2MI0KjQsoaY, PONGAMOSLO A PRUEBA CORTOS,#Shorts Extraje electricidad de una bobina tesla  con una jeringa,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['jeringa', 'bobina tesla', 'experimento', 'experimento casero', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy']",2021-11-08T23:00:40Z,20041324,2348516,,2869,PT46S,hd,false
3ZIC5A21M0k, PONGAMOSLO A PRUEBA CORTOS,#Shorts La cola de los conejos es larga? Pongamoslo a prueba,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['conejo', 'conejos', 'cola', 'cola larga', 'cola bolita', 'pongamoslo a prueba', 'shorts', 'liebre', 'cortos', 'jimmy']",2021-11-07T22:45:01Z,14770165,1893131,,7145,PT52S,hd,false
OuETkIMN4Vk, PONGAMOSLO A PRUEBA CORTOS,#Shorts Experimento del globo con agua que se detiene en el tiempo,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['experimento', 'truco', 'globo', 'globo con agua', 'flujo laminar', 'agua que se pausa', 'agua que se congela']",2021-11-07T00:31:50Z,18059784,2009789,,2962,PT55S,hd,false
pZK8o0pKXCE, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba este truco para a hacer gusanos que se mueven con agua y papel,,,2021-11-05T22:21:57Z,4305711,497427,,930,PT48S,hd,false
bHl7VvO_myc, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba si es verdad el truco de la leche y la sal,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['magia', 'truco', 'truco de magia', 'leche', 'baso de leche', 'vaso que se llena', 'vasoq ue se vacia']",2021-11-04T22:47:47Z,11520432,1173815,,9596,PT50S,hd,false
UkVousRZmpA, PONGAMOSLO A PRUEBA CORTOS,#Shorts Probe el super extractor famoso de internet,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['estractor de jugos', 'extractor de jugo', 'licuadora', 'adaptador extractor', 'jugo', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy']",2021-11-03T23:30:55Z,17479681,2003654,,3740,PT56S,hd,false
xdF_MrZDl4Y, PONGAMOSLO A PRUEBA CORTOS,#Shorts ¿Por que no se me ocurrio a mi este invento?,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['invento para amarrar cuerdas', 'amarrar a un arbol', 'nudo', 'cuerda', 'teepor hook', 'gancho de amarre', 'gancho de amarre de barco']",2021-11-02T23:15:05Z,6018325,683768,,1262,PT41S,hd,false
7CK6PiFbc14, PONGAMOSLO A PRUEBA CORTOS,#Shorts Esta maquina casera  hace hielos en tan solo 8 minutos,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['maquina de hielos', 'maquina', 'hielos', 'pongamoslo a prueba', 'hielo rapido', 'hiielo en 8 minutos', 'shorts', 'cortos', 'jimmy']",2021-11-01T23:24:26Z,14893949,1699504,,3257,PT49S,hd,false
Q6TOIPyc6Hg, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba el celular mas resistente del mundo,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['movil mas resisntente', 'movil que no se rompe', 'celular mas resistente', 'celular que no se rompe', 'blackvew', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-31T23:23:38Z,41373638,3424992,,26477,PT58S,hd,false
OvMhUqCFTwM, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba el iman mas potente // Iman de neodimio,"Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['iman', 'neodimio', 'iman super potente', 'pesca metalica', 'pesca magnetica', 'pongamoslo a prueba', 'cortos shorts', 'jimmy']",2021-10-31T00:19:53Z,30977655,2684168,,10080,PT1M,hd,false
DSNrmGhfNKI, PONGAMOSLO A PRUEBA CORTOS,#Shorts Tazon que no se derrama y nunca se cae,"Este es un tazón que evita que se caga tu cereal o cualquier alimento que le pongas, lo puedes voltear girar y no se va a caer la comida.

Canal principal: https://www.youtube.com/c/Pongamosloapruebaoficial
Diseño del baner del canal realizado por:  https://www.youtube.com/richiqg","['gyrobowl', 'gyro bowl', 'tazon anti caida', 'tazon anti derrame', 'tazon que no se cae', 'tazon para bebe', 'bowl para bebe', 'rolly bowl', '360 bowl', 'pongamoslo a prueba', 'sorts', 'cortos', 'jimmy']",2021-10-29T22:15:01Z,25784698,2570419,,3491,PT52S,hd,false
RjNcONm4BRo, PONGAMOSLO A PRUEBA CORTOS,#Shorts ¿Funcionan las cosas de internet?,,"['lifehacks virales', 'lifehacks famosos', 'videos virales', 'shorts', 'cortos', 'pongamoslo a prueba']",2021-10-28T22:30:02Z,6256172,578317,,966,PT37S,hd,false
_Ta61oOIHYE, PONGAMOSLO A PRUEBA CORTOS,#Shorts Truco para destapar el baño,,"['lifehack', 'truco', 'baño', 'destapa baños', 'destapar baño', 'como destapar baño', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-27T21:45:01Z,24200383,2544675,,6868,PT1M,hd,false
U15m5WKFmTI, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba esta maquina de raspados contra un lifehack para hacerlo en casa,,"['raspados', 'granizados', 'granizado', 'raspado', 'helado', 'maquina de raspados', 'mi alegria', 'maquina de helado mi alegria', 'pongamoslo a prueba', 'experimento casero', 'shorts', 'cortos', 'jimmy']",2021-10-26T22:30:55Z,20282758,2230963,,2665,PT53S,hd,false
XX6oEFmvO4I, PONGAMOSLO A PRUEBA CORTOS,#Shorts Probé el ventilador holográfico 3D // Pongámoslo a prueba,,"['ventilador holografico', '3D', 'Holograma', 'pantalla 3D', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy', 'pantalla holografica']",2021-10-25T23:32:05Z,20828133,2134695,,3956,PT50S,hd,false
x8hgDCcezV8, PONGAMOSLO A PRUEBA CORTOS,#Shortes Puse a prueba este kit para hacer un molde de tu cuerpo,,"['shorts', 'como hacer molde de manos', 'molde de manos', 'kit para hacer escultura de manos', 'yeso', 'pongamoslo a prueba', 'cortos', 'jimmy']",2021-10-24T22:15:03Z,29252745,3144988,,8993,PT56S,hd,false
E9HXnshHWSs, PONGAMOSLO A PRUEBA CORTOS,#Shorts Pelota gigante de agua // Segunda parte,,"['pelota de agua', 'pelota gigante', 'pelota inflable', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy', 'pelota globo', 'globo gigante']",2021-10-24T00:22:15Z,52041241,4533268,,5245,PT1M,hd,false
8yjlGFAnqSY, PONGAMOSLO A PRUEBA CORTOS,Shorts Probe este invento para hace rayos en tu casa,,"['maquina de rayos', 'tesla', 'juguete de rayos', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-22T22:27:22Z,5517958,649894,,2876,PT55S,hd,false
V1twO_Kk_OY, PONGAMOSLO A PRUEBA CORTOS,#Shorts El mejor  truco para servir refresco // Pongamoslo a prueba,Te enseño la manera correcta y mas genial de servir refresco sin que se te salga la espuma o sin que se te caiga,"['pongamoslo a prueba', 'shorts', 'cortos', 'jimmy', 'refresco', 'servir', 'servir refresco', 'espuma refresco']",2021-10-21T20:45:02Z,4525816,525218,,1472,PT44S,hd,false
0mLBs4rONyA, PONGAMOSLO A PRUEBA CORTOS,#Shorts Truco para cortar una pluma como arte de magia,,"['magia', 'truco', 'pluma', 'boligrafo', 'cortar pluma', 'cortar boligrafo', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy.']",2021-10-20T23:46:22Z,13273521,1327068,,3275,PT34S,hd,false
QChkCVS_gO0, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba esta crema que quita las arrugas al instante // Pongamoslo a prueba,,"['crema para arrugas', 'arrugas', 'quitar arrugas', 'mascarilla arrugas', 'aceite arrugas', 'como quitar aarugas', 'patas de gallo', 'bolsas en los ojos.', 'pongamosloaprueba', 'shorts', 'jimmy']",2021-10-19T23:36:29Z,9201715,962061,,6435,PT1M,hd,false
XV_96p-yGm0, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba la pelota gigante de agua // Pongamoslo a prueba,,"['pelota de agua', 'pelota gigante', 'pelota', 'globo gigante', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-18T20:45:01Z,18058115,1834170,,2701,PT59S,hd,false
I-Hutqav6uA, PONGAMOSLO A PRUEBA CORTOS,"Shorts ¿Es esta la mejor regadera? Ducha, alcachofa Pongamoslo a prueba",,"['regadera a presion', 'ducha a presion', 'alcachofa tipo malla', 'regadera malla', 'la mejor ducha', 'la mejor regadera']",2021-10-17T21:15:00Z,12783719,1341161,,1694,PT49S,hd,false
oZgbbFMVGw8, PONGAMOSLO A PRUEBA CORTOS,#Shorts El famoso truco de las agujetas. Pongamoslo a prueba,,"['pongamoslo a prueba', 'cortos', 'jimmy', 'shorts', 'agujetas', 'amarrar agujetas', 'amarrar lazos', 'amarrar zapatos', 'truco apra amarrar agujetas']",2021-10-16T22:22:52Z,18784889,2325608,,3100,PT59S,hd,false
2o8GQ5zABwY, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba este genial tanque // Pongamoslo a prueba,,"['carrito a control remoto', 'carro a control remoto', 'tanque', 'pongamoslo a prueba', 'shorts', 'cortos', 'tanque que se maneja con la mano']",2021-10-15T23:45:01Z,14007902,1535654,,4015,PT59S,hd,false
tebhjQs9kiI, PONGAMOSLO A PRUEBA CORTOS,#Shorts Crema para depilar la barba // Pongamoslo a prueba,,"['magic powder', 'crema para barba', 'depilar barba', 'depilar bigote', 'crema para rasurar', 'depilacion', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-14T22:24:49Z,12318558,1425180,,3237,PT1M,hd,false
I8TnsKZm0LA, PONGAMOSLO A PRUEBA CORTOS,#Shorts  ¿Este polvo es la mejor opción para depilar? Pongamoslo a prueba,,"['shorts', 'cortos', 'pongamoslo a prueba', 'truco para depilar', 'polvo para depilar', 'crema depilatoria', 'jimmy']",2021-10-14T00:55:18Z,8060012,1072047,,7876,PT58S,hd,false
YkRz834CE0k, PONGAMOSLO A PRUEBA CORTOS,#Shorts Truco para hacer Ice casero // Pongamoslo a prueba,,"['ice', 'refresco ice', 'granizado', 'raspado', 'raspado casero', 'granizado casero', 'ice casero', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-12T23:28:28Z,14978364,1817463,,5078,PT58S,hd,false
fWEdNSqr3Mc, PONGAMOSLO A PRUEBA CORTOS,#Shorts Esto pasa cuando abres un refresco bajo el agua // Pongamoslo a prueba,,"['refresco', 'alberca', 'agua', 'abrir coca bajo el agua', 'que pasa', 'curioso', 'shorts', 'pongamoslo a prueba', 'cortos', 'jimmy']",2021-10-11T21:24:09Z,18477731,1767110,,2444,PT31S,hd,false
-sE9vsfVo2k, PONGAMOSLO A PRUEBA CORTOS,#Shorts Esto sucede al juntar cerillos y agua // Pongamoslo a prueba,,"['truco con cerillos', 'cerillos y agua se mueven', 'estrella de cerillos', 'magia cerillos', 'experimento casero', 'divertido', 'pongamoslo a prueba', 'shorts', 'cortos', 'jimmy']",2021-10-10T21:46:46Z,11896569,1398897,,2719,PT51S,hd,false
nHBifhDLZSA, PONGAMOSLO A PRUEBA CORTOS,#Shorts Genial truco para hacer un  remolino bajo el agua en una alberca,,"['remolino bajo el agua', 'remolino alberca', 'como hacer', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-10-10T00:15:00Z,18655693,2041530,,2913,PT45S,hd,false
nh2TTuM32Rw, PONGAMOSLO A PRUEBA CORTOS,#Shorts ¿Es esta la bocina del futuro? Pongamoslo a prueba,,"['bocina', 'bocina por conduccion', 'bocina conduccion osea', 'bocina que se amplifica', 'bocoice', 'altavoz de conduccion osea', 'shorts', 'cortos', 'pongamoslo a prueba']",2021-10-07T23:30:05Z,16091554,1558278,,3775,PT57S,hd,false
kAWx2XOy54M, PONGAMOSLO A PRUEBA CORTOS,#Shorts Puse a prueba los pantalones elásticos del futuro,,"['pantalones formales', 'pantalones de vestir comodos', 'pantalones elasticos', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-10-07T00:15:02Z,13058947,1581421,,3660,PT58S,hd,false
xB5oQKvxiE8, PONGAMOSLO A PRUEBA CORTOS,#Shorts Genial truco para imprimir una foto en la funda de tu celular,,"['imprimir en funda del celular', 'funda de movil', 'imprimir en funda de movil', 'shorts', 'cortos', 'pongamoslo a prueba', 'jimmy']",2021-10-06T00:15:02Z,16585863,1999689,,3569,PT49S,hd,false
zJFdZqUzeWE, PONGAMOSLO A PRUEBA CORTOS,#Shorts Truco para pasar una foto a un tronco de madera,,"['lifehack', 'truco', 'manualidades', 'regalo para novio', 'regalo para novia', 'regalo de un mes de novios', 'shorts', 'ideas para regalos', 'cortos', 'pongamoslo a prueba', 'pasar foto a madera', 'pasar foto a tronco', 'imprimir en madera']",2021-10-05T00:15:00Z,35824405,3528551,,4418,PT54S,hd,false
wBrutUM6iZk, PONGAMOSLO A PRUEBA CORTOS,Divertido truco con palitos abaelenguas o palitos de paleta #Shorts,,"['batelenguas', 'abatelenguas', 'palitos de madera', 'palitos de paleta', 'cadena', 'experimento casero', 'divertido', 'experimento', 'shorts', 'cortos', 'jimmy']",2021-10-04T00:17:22Z,29797878,3290069,,2671,PT53S,hd,false
8VvSHEXGY0E, PONGAMOSLO A PRUEBA CORTOS,La combinacion mas deliciosa . Ajo con miel Lo probé!  #Shorts,,"['ajo con miel', 'miel y ajo', 'manjar', 'pongamoslo a prueba', 'cortos', 'shorts', 'jimmy']",2021-10-02T22:54:48Z,9122120,866683,,7300,PT33S,hd,false
_8Y05TbRGQo, PONGAMOSLO A PRUEBA CORTOS,Puse a prueba etsa maquina que hace trenzas super rapidas #Shorts,,"['trenzas', 'trenza', 'como hacen trenzas', 'maquin de trenzas', 'pongamoslo a prueba', 'shorts', 'hermana de jimmy', 'cortos']",2021-10-01T23:15:00Z,25597821,2294674,,15760,PT45S,hd,false
