video_id,comments
3287ejxh0Ec,"['El enlace a todos los productos probados en el video está destacado en mi perfil aquí en YouTube!', 'Te amamos actor de voz de barone!', 'Mira Ramón, con hojas de afeitar.', '👍', 'Saben si el barone tiene tik tok? Xq YouTube ya no m e deja abrir links, YouTube va peor cada día', 'Vc é muito legal Barone!\U0001fae1', 'Quien más de acá sabía que funciona porque lo vio en misa?', 'Compra una katana  de dos tiendas distintas 😮', 'Barone estas quitándole fans a jimmy y todo por una voz que no es tuya pero agrada a medio mundo. Deberían hacer tus videos más duraderos.', 'En el del video tiene 4 elices y el que compraste solo 2 🧐']"
Kr8cA7FViLs,"['Lo que no saben es que se llama Luis Ramón 😎😏', 'Barone espanhol???? Kkkkkkk como assim? Rachei kk😂😂😂😂', 'Pero si lo volteas al revés, pues queda igual! 😂', '""La vas a undir aquí, la giras, y la sacas""', 'Me encanta el limón con vodka, pero no pude resistir enterarme que RAMÓN ya no pertenece más al equipo 😢. En su memoria y hasta que no vuelva Ramón me desuscribo. Saludos para todos los Ramonistas 👍', 'Uffff los limones', 'Ramon tu eres millonario', 'Siempre que veo el uso que le dan a los limones recuerdo cuando el jomer tenia su bar y le hacia cortar a lisa los limines y ella tipo ""perp nisiquiera los estan probando"" jajaja bueno, esa función en los tragos.', 'Esq se llama luis Ramón jajajajjaa 😂', '""Se la encajas aquí en el medio y la empujas""\n\n_Barou']"
ShGeKM7bmNM,"['Justo al principio, parece el inicio de Midsomar 😂', 'Mejor te compras un gato\nEse colchon es un solo uso y adios adios', 'Después acuérdense de no abrir el tapón del inflable o sino contaminación ambiental😂😂😅😅', 'But *el colchon inflable se rompe y quedas paralitico de por vida*', 'Jamas me meteria ahi , debajo del coche,', 'Perfecto, ya sé cómo se hace ahora solo me falta el coche', 'Pensr que diria este es un life hack de la vida ""pone la manguera en la ventana y cierra hermética mente el auto con el dentro""', 'Más simple es llevar el críquet, llave cruz y auxilio.', 'Escuchar a Ramón me da 1000 años de vida ❤', 'Si lo metes por la ventana y las cierras todas veras que pronto te vas a dormir,Ramón.']"
_JLcN6fVZ48,"['Ese es el bolígrafo que se borra con goma y con cualquier cosa que caliente el papel. Se puede comprar en cualquier librería.', 'cringe', 'Ojo Ramón que se buguea xD', 'Questao? Siempre pense que era de US', 'Esque como es tinta borrable cuando acercas el papel a la plancha o a una estufa se borra', 'Lo más triste q para el cole sigue con su f a fin de semestre...éxitos campeón 😅', 'este si que fuma de la buena', 'Okey Ramón está increíble ya lo entendimos Ramón', 'Increíble', 'que decepcion es uno de esos lapizes que se borra se ve la goma en la punta tracerqa']"
TwUJ9L1ZmyE,"['Mmmm nose, igual se ve asqueroso 😂😂😂', 'Lo probeeeeeeee', 'La\nMezcla directo a tus arterias hígado y corazón casi nada.', 'Mira como se transforma en sólido por exceso de componentes pesados.', 'explicacion sencilla, tiene mucho azucar, por lo tanto el azucar en reaccion al calor se acaramela, pero se contrarresta con la redbull y se hace gelatina', 'Puta azúcar', 'El red bull contiene creatina', '- Mis triglicerdidos Ramón!!!', 'Parece que la voz es de una Ia no????', 'Jajaja que bueno el video pero tenía que moverlo con una varilla de repostería, jejeje según el video que as visto.']"
b2SRbwWdvsM,"['El enlace a todos los productos probados en el video está destacado en mi perfil aquí en YouTube!', 'Donde lo compro', 'Will it be safe, will you have heavy metals like lead?', 'En vez de tatuaje de cuerpo compra un tatuaje de como tener cabello para los calvos cómo tú, Comprenderás.', '“Lo compreeee” ✖️✖️✖️\n\n“Se pegoooo” ✔️✔️✔️✔️', '😍😍😍😍😍', '👁️👄👁️', 'Literal como lo haciamos con los tatoos de los chicles de la escuela', 'Esos tatuajes no salian en los chicles?', '🥰🥰🥰🥰']"
Cdkd3QaekW4,"['El enlace a todos los productos probados en el video está destacado en mi perfil aquí en YouTube!', 'Va a romper su tanque de agua… ¿está tonto o qué?', 'Flex tape', 'Dónde puedo comprar eso en Colombia', '¡Vamos Ramón!', 'En mi país hay una cinta que se llama tapagoteras..y si cumple lo que promete pero no para que arruines así un tinaco....eso no es a prueba de tontos😒', 'Noa migo el tanqueee!!! Me estresa jaja', 'Yo no e visto el agujero en el plástico', 'Jjajajaja mal producto murió el estanque', 'Flex tape le gana']"
JWFraV0OwmI,"['Enlace https://s.click.aliexpress.com/e/_DDkuPQ7', 'No va a faltar el avispado q pretenda hacer tatuajes con ella 😂', 'Que pasa si intento hacerme un tatuaje con esa maquina Ramón 😂??', 'La pata quedo al revés 🥲', 'Quiero una 😊', 'Mándame mil unidades', 'No lo necesito pero lo quiero', 'Creo y no estoy seguro, pero si lo compraste no es casero 😂😂😂😂😂', 'Lo compre! 😂', 'Hazte un tatuaje']"
iq3aEBXDkm0,"['Pues solo no prende jajajaja', 'No hace falta abrir el saco... vamos a abrir el saco.', 'Como no vas a saber si el carbón esta húmedo? No mames.', 'El carbón que se enciende solo, procede a utilizar un mechero para encender el carbón.', 'No hace falta abrir el saco\nSiguiente escena: procede abrir el saco por la parte inferior', 'Literalmente la parte más emocionante para todo hombre es encender el fuego. Ver como de algunas ramitas, con mucho esfuerzo se genera semejante incendio en la parrilla, y luego el carbon va agarrando....', 'Le tiene que correr aire abajo del palet de madera para que haga efecto caldera.', 'No lo abriste x arriba', 'Tal vez te faltó viento para avivar al fuego', 'Se enciende solo\nEl: procedo a encenderlo']"
ygEF3MlHGJA,"['Enlace https://s.click.aliexpress.com/e/_DCWTZuh', 'Después de 6 hs lavando el auto uff quedó limpio!', 'Saludos desde Puerto Rico casi todo lo que ha presentado ahí son estafas verdad gracias a Dios que tú las muestras porque sino la gente se fastidia comprando eso y gastando su dinero. Mi vecino tiene una parecida lo único que no tiene el resorte ese doblar y él le costó $20 aquí en Puerto Rico y yo la he usado y en verdad es una porquería cuando tú abres la pluma ahí sale la presión fue pero cuando ya se regula normal pues no funciona es mejor con la pluma regular con un pistero normal que con esa cosita que tú pusiste en tu manguera😅😅😂😂', 'Salchipapa 👍🏻', 'Si queréis una que si haga eso las hay, mi papa la utiliza para limpiar camiones y grasas', 'tambien tiene que ver si lo conectan a un hidromotor', 'Compraste un aparato completamente diferente bro', 'jaja que bazofia', 'Como desperdiciar agua fácil y rápido', 'También depende de la presión del agua de la casa']"
nPsGGrVBaI4,"['Enlace https://s.click.aliexpress.com/e/_DdTvuCH', 'Eeeeeeyyy Ramooon ya boy a poder comprar lo q apruebas tenkss', 'Granizado???', 'Frapuccino capuccino de estarboook', '@pongamoslo a prueba', 'Es bueno pero se rompe fasilmente 😢', '🦿🦾', 'Poja jamón (porra ramón)', 'Y Ramón ?', 'Creo debe estar frío, trate y trate pero no funcionó hasta que metí a helar esa cosa y me hizo granizado el Nito']"
3SDqcswvvvE,"['La familia Flex es extraña y sorprendentemente funcional', 'Los productos de flexicinta son cada vez más sorpresivos', 'Me', 'Missasinfonia ya lo hizo ya está verificado', 'Eso se llama brea, lleva existiendo toda la vida y se ha utilizado para pintar los bajos de los coches de toda la vida', 'Al fin puso a prueba la marca flextape', 'Pero no es apto para mantener el agua potable...', 'Es aerosol nomás para que veas aselo con un aerosol', 'Úsalos como zapatos 💀', 'Este producto será de gran ayuda,en casa, trabajo etc.']"
9CQxFxaEv7A,"['Enlace https://s.click.aliexpress.com/e/_DBmJbNZ', 'Adónde está Ramón?!!😂', 'La compreeeee  Ramooon,,,!!!😂', 'clack clack', 'Ramón a lo matrix', 'Aparece Ramón, y me alegra el día 😊', 'Lo compré.... procede asotarlo wjajajajaj amo esta parte 😂', 'Escuchar a Ramón me da años de vida', '-Y vamos a probar ésta cosa! Ramón', 'golpea la caja con mas fuerza para que lo rompas']"
QCYZ857e-OM,"['Enlace https://s.click.aliexpress.com/e/_A4s1n3', 'Bien, tengo el auto, ahora me falta las luces', 'Lo quiero!!', 'GUAU!! PERO QUE GUAIIIII!!!! jajajajajajajja', 'Estaría mejor sí lo hubieras conectado con el sistema de línea de 12v.', 'En el frame blanco pone:\nIf the transition isn’t working visitmisterhorse', '👏🏻👏🏻👏🏻👏🏻👏🏻👍🏻🤗🇻🇪', 'Me gusta me podrías decir precio en dólares americanos gracias', 'POF Fibra Óptica Plástico', 'Ahora el auto es gamer 🤑']"
6xsYkINrI6w,"['Los marlin se pueden encontrar en la orilla de las playa', 'Las islas GALAPAGOS  es de ecuador y yo soy de alli', 'Vamos Ecuadorrrrr!!!', 'carlitos', 'Soy de alli y eso es ilegaaaaal', 'Que bendición Barone ,visitando las islas Galápagos ❤❤', 'Ke lindo gesto,, le dio la libertad y la vida,,,,', 'Me alegro de que dejase al pez vivir', '😮😮😮😮😮😮', 'Estas en Ecuador mi pais']"
tJObPrtEi0s,"['Enlace https://s.click.aliexpress.com/e/_Aft8ub', 'Clavar cuchillo en tapa y listo !!', 'Jajajajajaja que menera de reime con este video de verdad Jajajajajaja se me salieron las lagrimas de tanto reír', 'Jajajaja alto wachaso le dio kajaja', 'Que satisfaccion cuando lo rompió', 'Muito bom, eu também pensei nisso kkkkkkk!!!', 'lo mejor del video el final sin duda alguna', 'Yo ya con solo ver si funcionamiento sabia que era una estafa.', 'Voz de cadáver', 'Jajaja final épico 😅']"
NjlErouEvg0,"['Donde está el enlace?', 'En lluvia 😂😂😂', 'Ramón es Argentino jajaja\nGrande Ramón, te queremos!!!!!\neste canal no sería el mismo sin los comentarios inteligentes de Ramón!!!!', 'que m den el jetta que yo si lo ocupo para ir a la escuela 😅', 'Las carrocerias de automoviles son muy fragiles', 'Hermano💀💀', 'El ladron que vendicion', 'Ese auto es un alta gama aca en argentina', 'Barone: Pone a la venta a Ramón.\nYo: Lo Compré !!\n😂😂', 'Ojalá yo tuviera un vento 😢 dios le da pan a los que no tiene dientes la puta q lo re mío pario']"
mcxrVmvjbwA,"['Jimmy carioca', 'Bien dicho papá, no se crean todo lo que ven por ahi. Hoy cualquiera tiene camara y acceso a Internet', 'El Jimmy gringo jejeje', 'Yo: *tengo duda si mi misil nuclear funciona* (\u2060〒\u2060﹏\u2060〒\u2060)\n\nEl barone: *lo probamos*', 'Yo no me lo creí', 'Joder no me mientas solo di la verdad me hacer perder mi valioso tiempo XD', '😂😂😂😂😂😂😂😂', 'Se le ve el hueco a la moneda!', 'Se nota que era moneda tiene algo pegado para que levité con un hilo', 'Nambeee ya me la estaba creyendo 😂😂😂']"
UhVIwdR7xSo,"['🤘 Ahora tenemos un canal con videos completos y exclusivos:\n\nhttps://www.youtube.com/@Soyelbaronvertical', 'El perro sordo : cagaste 🤑', 'normalmente pruebas bien las cosas pero en este te faltó con perros callejeros de verdad como los de latam', 'El ladrón * ya no volveré a comprar chorizoo 😂', 'el presidente AMLO,necesita uno de esos para cuando ladran los prianistas.', 'Eres buen vendedor Ramon...😊', 'Eso es una mierda llo conpre uno i aún metro ace reacion bamos te pega un bocado antes 😂😂😂😂', 'Pura paja la cara de Ramón dice eso😊😊😊', 'Dame 5 por favor', 'Link del producto?']"
dGF5XnalRmg,"['Un punto de marcar automático serviria', 'Con un pedazo de lo de una bujía', 'Necesitas cerrar la puerta del auto para que funcione', 'Con la puerta cerrada así es negro con la puerta cerrada con la puerta cerrada ya me salgo sin cuenta bc haciendo con la puerto😂', 'Pero lo hizo mal!', 'Se hace en una esquina no en el medio', 'Es puerta cerrada y en el borde de el vidrio', 'Hay que cerrar la puerta y golpear en una de las esquinas del cristal. \n\nRealmente los martillos tienen una punta de diamante, de ahí que se puedan romper ""magicamente""', 'Cierra la puerta para que no rebote', 'Con los pedazod de una bujía, normal mente sirven cuando voy en moto y un pendejo no respeta qué voy en carril o me aguanta el coche les aviento los pedazo de la bujía y les rompo el parabrisas y las ventanas de las puertas']"
L_XnWlzxbCU,"['🤘 Ahora tenemos un canal con videos completos y exclusivos:\n\nhttps://www.youtube.com/@Soyelbaronvertical', 'Jeejej el perrito lo dañó', 'Ya hizo una colaboracion con pongamoslo a prueba?', '45° amigo y el viento a favor', 'Ramon! Acuerdate de que se Jodio!\nSaludos 🇵🇷', 'a dormir gente que a estas horas sale el LO COMPRE!!', 'Vamos a hacer que Bobbie practique ejercicio \n\n* bobbie destruye el avión *', 'Lo que pasa es que boby lo quiere mucho 😂😂😂😂', 'jajaja fabuloso, mas cosas gringas basadas en pistolas xD que inventamos hoy? que tal.. una pistola que dispare espaguetti xD bam, invento ganador jajaja', 'Y Ramón?']"
IH8kTXVMzLs,"['🤘 Ahora tenemos un canal con videos completos y exclusivos:\n\nhttps://www.youtube.com/@Soyelbaronvertical', 'Súper barone infló la cama al instante con un baronesoplido 😂😂😂', 'lo compré? 😿', 'Los colchones deberían ser eternos 🤤', '👉👌.🤌', '.... no dijo LO COMPRE :(', 'Eso en mi país es ilegal jaj 😅', 'Yo tengo que estar todo doblado para dormir ahí', '😮 buen post 😮', 'Perfecto para echar un polvo']"
-LttYTTNpFg,"['Elnace https://s.click.aliexpress.com/e/_DkXUN59', 'Por favor hagan oficial el meme de Barone de ¡Lo compré! Y ¡Que guay!', 'Realmente funciona, fabrique mi coche y va de lujo', 'Me llevo 2', 'Que es un patio', 'Ramón, por favor dile a el barón que sus videos están muy buenos, pero que el doblaje es HO-RRI-BLE!!!', 'Me dio tanta risa el *ARREGLARE ESTE AGUACATE*', 'mi primo de tres años dibujando:)', 'Palta', 'Solo es platico derretido 😂😂']"
CpfsZkAwOU4,"['🤘 Ahora tenemos un canal con videos completos y exclusivos:\n\nhttps://www.youtube.com/@Soyelbaronvertical', 'Es de las pocas veces que el producto si es igual al de los videos.', 'mira eso ramooon', 'Donde se compra eso??', 'WHEN COMPRAS ALGO: LO COMPRE\nBUT ES UNA ESTAFA: ME ESTAFARON :V\nO WN CALLATE QLO', 'Kkk', 'Cuanto hacia que no escuchaba el ""¡Lo compre!"" jajaja epico', 'jajajaja lo compre jajajaja como me gusta esa palabra😂😂', 'Como se llama', 'Maaadre mia tio']"
Q86i6LVhkmA,"['*procede a comerse la cola normal*', 'Él. Mira éso Ramón.\n\nRamón.  Bro, mi chancla😢.', 'Un poco dise', 'Mira como pega Ramón🤯', 'Que buena cola, me gusta esa cola, quiero esa cola 🙂', 'La baja calidad de los productos de América latina es necesaria, ya que los productos de alto éxito son en realidad peligrosos en manos incorrectas.', 'No dijo ""lo compre""😢', 'Debería abrirse un Only Fans, creo q la mayoría le tiene ganas jejejeje.......', 'Me encantas 😍😍😍😘😘🤤👌💯', 'Enlace del producto por favor']"
Tsr9VTb1Bk4,"['Nunca compras el producto si no el estatus social xD', 'Luis Guatón JAJAJAJA', 'Tomford perfume bitter Peach \nOur wood az está prueba', 'Hay que ser muy huevón para comprar ese embuste por 500 y pico de dólares!😮😅', 'Jajaja', '😂😂😂😂😂😂😂😂😂😂', 'El Ramone : Por quí comprasti isu ??\nEl Barone : (diré lo primero q se m ocurra) Para mi Amáááá !!', 'Hay muchos mucho más caros', 'que loco 😂😂😂😂😂', 'Ya vimos esto en pongamoslo aprueba aguante jimmy']"
nLBivLl_c5o,"['Enlace https://s.click.aliexpress.com/e/_De7GKHb', '""Hongo alucinogeno 😮😜""', 'Los comentarios random de ramón son lo mejor', 'No mencionaste si te dormiste con eso. Completa el vídeo', 'Recuerdo un video donde decian que si se le podia poner sangre de gallo', 'Alusinar en la noche con el ongo alusinogeno 🤑👌', '""este producto puede dormir a un búho cocainomano""', 'Sigo el enlace y me dice que no esta disponible.\nNi modo a seguir en vela otra noche.', 'Me quedo con los hongos de verdad', 'No me sale el producto']"
Ol8belMb2G0,"['🤘 Ahora tenemos un canal con videos completos y exclusivos:\n\nhttps://www.youtube.com/@Soyelbaronvertical', 'Y ramon...? .', 'Vas a cagar una cadena de oro..jjjj😂', '¡Mira mi caca dorada Ramón!', 'Que desperdicio tomar oro para después echarlo por el retrete.', 'Eeeeey , donde ta ramon😢 lo canselo😱 sin ramon no suena igual  no me gusta .', '😢 lo compre 😅😅😅😅😅', 'Vaya, a este lugar no se llevo a Ramón....', 'Y Ramón?', 'Jimmy ? Y Ramon ???!']"
Vw_5C04QXOQ,"['Enlace https://s.click.aliexpress.com/e/_DDCvKkx', 'En esta casa se respetan las leyes de la termodinámica 😠', 'deja de golpear todo ramon', 'Se escribe fluorescente', 'Ya todo estreesado despues de hacer 100 combinaciones y no lograr que de una vuelta completa 🤬🤬😂', 'que estresante', 'Skill isue', 'No mames antiestrés y estresa más jajajajajaja', 'Es casi imposible el movimiento perpetuo', 'La compreeeee,!!']"
pnnr09N7k44,"['Enlace https://www.laseros.com/', 'Waos', 'Pero esto para que sirve Ramon? Que  alguien me explique. 😂', 'Dibujo un bochito', 'No es Porsche pero es Audi 🍷🗿', 'Porsche?? Jajaja es un Hyundai tucson', 'Mira Ramon carro gamer', 'un vochito :3', 'Una emotiza insana Ramón 😂', '""O diosmio ramón. se esta corriendo""😳']"
ZjJUXPrUcsI,"['Enlace https://s.click.aliexpress.com/e/_DkKW7Id', 'Para nada q sirve Ramón', 'Mira Ramón, es una completa estafa, que producto mequetrefe! * Lo destruye *', 'Una papa es mejor', 'Si lo haces con una papa tambien funciona .', '""igualito al del anuncio"" 😂😂😂 no se parece en lo más mínimo el envase al del anuncio', '❤', 'Estas listo para la magia Ramon ? ...Agachate Ramon', 'algo similar al oxido de cerio... solo q de otro color, hay q frotar bastante, ese químico se usa precisamente para pulir cristales', 'La envoltura ya se quería ir 😂']"
zT0CdSquOg0,"['Enlace https://s.click.aliexpress.com/e/_Dknw7jp', 'Hay que testear más cosas con un coco', 'This videos give me cancer.', 'Es muy viejo este sistema inventado en 🇦🇷', 'Menuda chaupaza.....', 'Que chapuza😢', 'Fiquei pensando que q tá acontecendo aqui Vey tá em espanhol meu YouTube bugou kkkkkk', 'no mames ramon era arreglarlo no dejarlo peor jajaja', 'Otra mentira más, para vender basura inservible.\nConsulte a su chapista.', 'El auto bldo']"
W1Pb7Q1fIDc,"['A este no lo lanzas con tanta intensidad😂😂', '❤', 'Y cuando lo estrella en el suelo? 🙃', 'Y la cuchillada al producto? 😢', 'que lindo empaque *lo tira*', 'Haz dicho titanio y creí que ibas por el martillo de Thor 😂😂😂', 'te lo etiquetaron o solo querias presumirlo? 😂', 'Porque no lo abre con el cuchillo esta vez? 🤔', 'Wow que lindo empaque \n*procede a tirarlo*', 'Leer El Manual:  ❌\nProcede A Lanzar El Manual: ✓\n>:v Fuera Chango xd']"
q21YH_3udIk,"['que grande ramon argentino', 'Ramon: mira sale de arriba.😃\n\nBarone ahhhh sale de arriba....😏', '🔴🔵 ES CINTA AUTOVULCANIZANTE\n\nGENERALMENTE VIENE DE COLOR NEGRO\n\nLA TENSIÓN DEL MATERIAL HACE QUE SE FUNDA EN UNA SOLA PIEZA DESPUES DE UNAS HORAS\n\nPERO SE PUEDE UTILIZAR EL OBJETO REPARADO ENSEGUIDA \n\nSE UTILIZA TAMBIÉN EN TELECOMUNICACIONES PARA AISLAR DEL AGUA LOS CONECTORES \n\nHE VISTO QUE DESPUES DE 20 AÑOS QUEDA IGUAL', 'Jajaja', 'Confirmado Ramón es argenchico 😂😂, tuvo que emigrar para servir como mesero a barone 😂😂😂', 'Ramon es la voz en Off, que wea mas rara...', 'Eso es lo mismo que una camara de bicicleta', 'Chale don ramon es calamardo 😐', 'ramon suena como argentino', ""Arregla el grifo po' Ramón 😂😂""]"
oLtxiSqNS4E,"['Enlace https://s.click.aliexpress.com/e/_DkRJDhb', 'cualquier jabón', 'Nadie:\nYo: :v Wow me ahorré 150 varos!', 'Nada como el jabon zote, no le busquen mas', 'Ahora ya sabemos que el coco chino es como los demas cocos, 😂', 'el jabón k se uso primero es un poco más potente k un jabón de coco normal pero le doy un 7/10', 'El jabón ZOTE está más perro 😂', 'Jabonzote es el mejor que eso', 'Habla así o es un doblaje espantoso', 'El jabón zote hace lo mismo']"
gYspkHBFZew,"['Pagaste la renta ramon?😕', 'Hombre decir Ramón hombre que mira el video ser feliz', 'Cuando a tu free le dicen que es escrita una de dos, eres muy buenaso o eres papo', 'Ramón toma te doy unas Demis pastillas 💊 para la esquisogremia XD', 'Lo compreee', 'Dilo tú 🥵', '""lo compre""😊', 'Fua, los jettas se desarman solos xd, el de mi papá tiene igual despegado ese pedazo de tela en la puerta', 'El doblaje es la mejor wea del mundo😂😂', '😅😅😅😅😅😅😅😅😅😅😅😅']"
UUyMxbjYXss,"['Enlace https://s.click.aliexpress.com/e/_DCt677X', 'Y quién es José?', 'Lo compree!!!', '😂', 'Esta es la voz real de este tipo o es doblaje', 'PARA QUE QUISIERA CEBOLLA ASI DE LARGA?', '😮 buen post 😮', ""Me derrama sangre en los ojos ver que no pelo la cebolla x'd"", 'El problema de la cebolla es que estropea los filos de los cuchillos y este no crea sea la excepción...al cuchillo común ,al menos,puedes afilar de nuevo', 'Impresionante Ramón']"
qUjXSq8KRYI,"['Enlace https://s.click.aliexpress.com/e/_DeuhmaD', 'Ano que es eso XD', 'RAMÓN!', 'Jajaja vamos a hacer una humadera jaja maestro', 'Camaras: Hola 😃', 'Nose porque pero lo quiero XD', 'Ramón dame las drogas 🥴 XD ramon cuáles ya me la acabe XD', 'Vamos ramón as todo mientras yo me tomo una coca 😅', 'Ramon marley 😂', 'Dijo ano']"
